Feature,Importance
RSI_14,0.014984753269226467
Ret_std_10,0.014870548651732244
KC_width,0.01448714410399
BB_width_50,0.014440730893693231
BB_pct_50,0.014002989351989152
Pct_from_high_52,0.01354222850931933
CMF_20,0.013360094430127862
DC_width_20,0.01311342704830394
UltOsc,0.012972084683525184
RSI_21,0.012884008026824224
SMA_200,0.012863374567267915
Plus_DI_14,0.01283871370192378
SMA_20_200_cross,0.012689332545340621
OBV,0.01231973016045268
MassIndex_25,0.01197370505532141
ATR_pct_21,0.01193686434416423
ATR_pct_14,0.011877849491519139
Stoch_K_14,0.011616612308597833
ATR_21,0.011438204671681352
KC_pct,0.011422732742451844
CCI_14,0.011234499779628426
Ret_std_20,0.01121642619030688
Stoch_K_21,0.011143253742733356
Stoch_D_14,0.011139975487411169
Stoch_D_21,0.010894551302462753
EMA_100,0.01085436899001721
Ret_skew_10,0.010686923864763474
EMA_20,0.01065920554886798
EMA_200,0.010620723015255696
Williams_R_21,0.010542812528591329
SMA_10,0.010538590047715322
ADX_14,0.01041655530634066
OBV_SMA20,0.01040298626664
Lag_ret_3,0.010378990322554805
Williams_R_14,0.010164943755619153
SMA_100,0.010043755193464624
Ret_std_5,0.00992082870730901
ROC_60,0.009917774907139416
EMA_50,0.009908829569263986
Price_EMA_200,0.009836717085544067
OBV_ratio,0.009743283779757613
SMA_50,0.009675193685224782
Pct_from_low_52,0.009653849096700095
Ret_skew_20,0.009558242908106434
SMA_20,0.00954335114758371
ATR_pct_7,0.00948013456973715
ATR_7,0.00934184084477214
MACD_histogram,0.009340220390983391
EMA_10,0.009283097646068
VI_minus_14,0.009215795759542818
MACD_signal,0.009174923240226356
EMA_12_26_cross,0.009156465773288556
Price_SMA_200,0.009112096303922124
SMA_5_20_cross,0.00905917032786589
MACD_line,0.008775024556789612
EMA_5,0.0087613596963541
Price_EMA_100,0.00874204576938331
Vol_ratio_20,0.008709737200780155
Minus_DI_14,0.008680306850430235
Price_SMA_5,0.008569034957669927
Pct_from_high_20,0.008517883378929874
MFI_14,0.008388175297899862
Bear_power,0.008296336746113282
Aroon_osc_25,0.008178430020231914
SMA_5,0.008025151930922868
ATR_14,0.007985143890283045
Lag_ret_2,0.007939375312661135
HL_range,0.00784438629518228
Price_SMA_100,0.007785295180291983
BB_width_20,0.007760565357532913
BB_width_10,0.007738543316912892
BB_pct_10,0.00741006114560085
RSI_7,0.007360920087528675
VI_plus_14,0.007317649295847008
Ret_skew_5,0.007155944526117568
Vol_ratio_10,0.007066717057093918
SMA_10_50_cross,0.007048345601909034
CCI_20,0.006914154176890428
TRIX_15,0.006850384951224191
DPO_20,0.006775590798775288
ROC_10,0.006642024982537655
PPO,0.0065025935679117195
BB_pct_20,0.006502273172542172
Price_SMA_10,0.006460834380000963
Force_13,0.006449827662411861
Lag_ret_10,0.00640475851300134
Ret_mean_20,0.006378266351664469
Lower_shadow,0.006339652919898247
Coppock,0.006149468333604323
Ret_mean_10,0.006132431172138306
Price_SMA_50,0.006108945309729014
Lag_ret_5,0.0060998798484418765
Gap,0.006066199013555851
EOM_14,0.0060204798418676325
ROC_20,0.0058690264979103166
HMA_proxy,0.005863719547526714
Price_EMA_10,0.0057818374524770885
ROC_5,0.005768708785731198
Bull_power,0.0057616909330581
Ret_mean_5,0.005647277337756337
Pct_from_low_20,0.005635839692211209
DEMA_20,0.005602827938260177
Aroon_osc_14,0.0054981290429863255
Price_EMA_50,0.005375879670594717
Price_EMA_20,0.0052587792848272545
Lag_ret_1,0.005227533608265163
Price_EMA_5,0.005219377990124959
SAR_proxy,0.005178832473343989
Upper_shadow,0.005168489617946007
TEMA_20,0.004825281357106121
VWAP_dev,0.0048030149345012286
Body_pct,0.0047943652729845005
ROC_1,0.00476212800665315
Price_SMA_20,0.003607556444213014
