Feature,Importance
MassIndex_25,0.02021336183168887
EMA_200,0.018626666308455265
Pct_from_low_52,0.018184192598628895
OBV_SMA20,0.017983979026394932
EMA_50,0.01675968487739374
EMA_5,0.015591424243380335
EMA_20,0.015576280751085638
MACD_histogram,0.015542534939175755
ROC_60,0.015263220916007039
SMA_5,0.015166381414603974
Ret_std_10,0.015006722431519204
SMA_200,0.014295928408808665
ATR_pct_7,0.013148863305898466
Ret_std_5,0.012913452093996669
SMA_20,0.012774158438570816
OBV,0.012754581092118961
BB_width_10,0.012746667902087281
EMA_100,0.012713829814481676
SMA_20_200_cross,0.012655241652383105
EMA_10,0.012605812727077052
Minus_DI_14,0.012579158738366583
BB_width_50,0.01256040611654417
SMA_10,0.01251597381925646
Ret_skew_20,0.012443552038107908
SMA_50,0.012240802893337004
ATR_pct_21,0.012149273367079412
SMA_100,0.012114104574842029
Ret_skew_10,0.011704711067972336
Ret_std_20,0.011157791258446032
BB_width_20,0.011096186380561342
Price_EMA_200,0.011035440555339721
Price_SMA_200,0.010984095460110602
ATR_21,0.010839728685704087
Price_SMA_100,0.010599651628922804
DC_width_20,0.01055466640374287
MACD_signal,0.010288979135874838
KC_width,0.010182911363177236
Price_EMA_100,0.010051984253275893
EOM_14,0.009819657946581779
TRIX_15,0.009740063760330963
ATR_14,0.009678548024477434
ATR_pct_14,0.009422459427640388
CMF_20,0.009402431635734605
ADX_14,0.009347357440558155
Aroon_osc_25,0.009284813938799907
Lag_ret_10,0.009067500464189873
Force_13,0.008892926745473243
Price_SMA_50,0.008651591736012196
DPO_20,0.008639669298113023
OBV_ratio,0.008550006922782304
Pct_from_high_52,0.008410045824637634
BB_pct_50,0.008393517393573368
ATR_7,0.008237729492826288
Coppock,0.008220011992122161
Body_pct,0.008219735658572794
Gap,0.008197195367162364
Plus_DI_14,0.007992761997406258
SMA_10_50_cross,0.007949361123894504
Stoch_D_21,0.0077021611038764195
HL_range,0.007535065783466819
Stoch_D_14,0.007513530397226158
VI_plus_14,0.0074311376128797
Lower_shadow,0.007378325185303687
SMA_5_20_cross,0.0073693694207473326
Bull_power,0.007324363097736858
MACD_line,0.0072972439690424775
VI_minus_14,0.007266890473064538
Ret_skew_5,0.007140551776861076
EMA_12_26_cross,0.007103635886476036
UltOsc,0.007006002979044147
Ret_mean_20,0.006966454982284365
PPO,0.0069332948717710195
Vol_ratio_20,0.0068323223127673026
Lag_ret_5,0.0064144468036887396
Price_EMA_50,0.006400853265462645
Ret_mean_5,0.006176314759964585
DEMA_20,0.0061176528334573954
Upper_shadow,0.006073685139933355
ROC_20,0.0059662163676419
RSI_21,0.005952622619944777
MFI_14,0.00591437641486635
Williams_R_21,0.005887552816447425
Pct_from_low_20,0.005815921685822123
Ret_mean_10,0.0057911094635754645
TEMA_20,0.005752693115887802
CCI_20,0.005692697001093438
Pct_from_high_20,0.005683762047535482
Vol_ratio_10,0.005662729413085157
Lag_ret_2,0.00552663066846488
ROC_10,0.005515222567279702
BB_pct_20,0.005513939842271633
Lag_ret_1,0.005410733806436669
Price_SMA_10,0.005338851739907069
BB_pct_10,0.005062310362813317
Bear_power,0.0049897823983012886
HMA_proxy,0.004968529994521563
ROC_5,0.004915439741658396
Stoch_K_14,0.0048809240432527564
CCI_14,0.004858815136002375
VWAP_dev,0.004806539041970373
Williams_R_14,0.004735119267339616
Price_EMA_20,0.004699500673451995
Stoch_K_21,0.004696626675158328
Lag_ret_3,0.004605535811510408
KC_pct,0.004547909803061575
Price_EMA_5,0.004366919480231856
RSI_7,0.0043483719540597845
RSI_14,0.004129223670849432
Price_SMA_5,0.004105455134015596
Price_SMA_20,0.003909192543100935
Aroon_osc_14,0.0038068809856277902
Price_EMA_10,0.0036096205519989487
ROC_1,0.003509740450882502
SAR_proxy,0.00329941134956973
