Feature,Importance
Ret_std_20,0.020660400931951105
EMA_200,0.01787206747792232
Ret_skew_20,0.016817099728730796
SMA_100,0.01603084898908133
ATR_pct_21,0.015280274993578848
CMF_20,0.01525357571797759
SMA_200,0.014849609022006684
BB_width_20,0.014785765405905935
Ret_std_10,0.014156532831423842
Ret_std_5,0.014065844806088378
Aroon_osc_25,0.01344074787256337
Ret_skew_10,0.013377883448596478
KC_width,0.013093692340108312
BB_width_50,0.013049881385773357
OBV,0.012802678665483971
OBV_ratio,0.012741424655033038
MassIndex_25,0.01263771395765368
OBV_SMA20,0.012600726911674137
ATR_pct_14,0.012553802626893802
DC_width_20,0.01237164795468941
SMA_20_200_cross,0.012171550916608726
EMA_100,0.0120572279583657
EMA_50,0.011915712608255143
EMA_5,0.011502897559212775
MACD_line,0.01141110992455451
ROC_60,0.011313391567800193
SMA_20,0.011111682554450967
Price_SMA_200,0.011012435575743811
EMA_10,0.010959472098152572
Pct_from_low_20,0.010813200133983479
SMA_50,0.010617050482266703
ADX_14,0.010591696870160362
MACD_signal,0.01055090305421433
ATR_pct_7,0.010469051302172015
Price_EMA_200,0.010449344502172641
ATR_21,0.010354849090094473
Force_13,0.010152628148082205
Price_EMA_100,0.009941375753128943
BB_pct_50,0.009905218370089642
EMA_12_26_cross,0.00985711824452275
UltOsc,0.00974558392022476
Pct_from_low_52,0.009658092092119935
TRIX_15,0.009472298271564922
ATR_7,0.00931382008756191
EMA_20,0.009197796647346664
PPO,0.009164588548398293
SMA_10,0.009063078308134801
ATR_14,0.008969921414442193
Price_EMA_50,0.008960661333834193
Minus_DI_14,0.008645324967477018
Price_SMA_100,0.008463918830543489
BB_width_10,0.00842835395339137
SMA_5,0.008183203757609264
SMA_10_50_cross,0.008117163651485808
Coppock,0.008084197593743373
EOM_14,0.008083110198841247
Stoch_D_21,0.008079965027400752
MFI_14,0.008047211139062694
Pct_from_high_52,0.008020293239285369
Vol_ratio_20,0.007901456012703345
Price_SMA_50,0.007781113679538625
VI_plus_14,0.007551856015562748
SMA_5_20_cross,0.0075330147670416596
Gap,0.007238360737234359
Lag_ret_3,0.007231606485465642
Pct_from_high_20,0.00719113681347202
MACD_histogram,0.007156669939656817
Ret_skew_5,0.007080766081892742
Plus_DI_14,0.007003720588959116
RSI_21,0.0069650167465868836
Ret_mean_20,0.006937156170094342
VWAP_dev,0.006797836689163054
VI_minus_14,0.006785322904991049
Price_SMA_20,0.006676816791216428
Lag_ret_5,0.0066488421697205894
DPO_20,0.0066371165114052656
BB_pct_10,0.006596744828588259
Price_SMA_5,0.006274882976703518
BB_pct_20,0.00623445002775197
Price_SMA_10,0.006141233289003349
HL_range,0.00612933464813625
Lag_ret_2,0.0061152367352325775
ROC_5,0.006058301892645529
Vol_ratio_10,0.006041209184435067
Ret_mean_5,0.005924339629973982
Price_EMA_20,0.005902739011718788
Williams_R_21,0.005875481183745518
Price_EMA_5,0.005852081951757678
ROC_20,0.005831566514474962
Aroon_osc_14,0.005795698639447518
TEMA_20,0.0057236680344577165
CCI_14,0.005693329831810648
Stoch_D_14,0.005668015047018799
SAR_proxy,0.005590334066483683
HMA_proxy,0.005550330168351749
KC_pct,0.005527993490042727
Lower_shadow,0.005457446997293095
Price_EMA_10,0.005437003649506209
Lag_ret_10,0.0053008444538973345
Bull_power,0.005206618218089548
Upper_shadow,0.005124997300172217
Body_pct,0.005116287800101997
RSI_14,0.0050711610105555706
DEMA_20,0.005034051266111641
Williams_R_14,0.0050291455112275625
Bear_power,0.0049729135857800675
ROC_10,0.004967274325146682
CCI_20,0.00495921837303527
Stoch_K_21,0.00492775417261827
Lag_ret_1,0.004809858690081258
ROC_1,0.004531077528937625
Ret_mean_10,0.004509293816654058
Stoch_K_14,0.004457762659482859
RSI_7,0.004143790965187306
