Feature,Importance
Ret_skew_20,0.019325690034354907
SMA_20_200_cross,0.017344448797856918
Ret_skew_10,0.01622219311412949
EMA_20,0.01540551538142919
BB_width_50,0.015051616491545336
BB_width_20,0.014703591104073594
SMA_200,0.014585969098014922
EMA_200,0.014095126321692006
EMA_50,0.013872421841555927
KC_width,0.013657155679127574
Aroon_osc_25,0.013210695350990457
SMA_50,0.013062220988612445
ROC_60,0.013013663964158465
OBV_ratio,0.012864174163765939
EMA_100,0.012639783217992398
CMF_20,0.012526637907391973
SMA_20,0.012492898162508112
MassIndex_25,0.01246267027148148
TRIX_15,0.012302373591409736
Ret_std_5,0.012254368628645552
Price_EMA_200,0.01209826344225209
Ret_std_10,0.011920894764371663
SMA_100,0.01175982977991117
OBV_SMA20,0.011705652491207634
Pct_from_low_52,0.011655063107201578
ATR_pct_21,0.011506910511137561
ATR_pct_7,0.011391611014519916
VI_minus_14,0.011309504626243558
Price_SMA_100,0.011286630304966658
SMA_10,0.01119716879856008
Ret_std_20,0.01102320566615809
ATR_21,0.010707958024590914
SMA_10_50_cross,0.010665203632456998
MACD_signal,0.010608406027457351
EMA_5,0.010436709486904863
Ret_skew_5,0.010402703140600123
DC_width_20,0.010301584266564726
Coppock,0.010299872952756072
Price_SMA_200,0.010221763082160685
ATR_pct_14,0.010072598185800237
ADX_14,0.010055925171004254
EMA_12_26_cross,0.009652724942271537
ATR_14,0.009624695383101987
EMA_10,0.009314519992547952
Lag_ret_3,0.009274643176421142
EOM_14,0.009243364364713631
SMA_5,0.009192379601183515
Force_13,0.009050692567936308
VI_plus_14,0.009014277839815782
Pct_from_high_52,0.008974547108077087
Stoch_D_14,0.008812204256200773
Price_SMA_50,0.008545135365497078
OBV,0.008522277025093401
ATR_7,0.00850927022447369
ROC_5,0.008496672264573485
BB_width_10,0.008334927303411696
MACD_histogram,0.008029563451754358
Aroon_osc_14,0.007964461883156998
Bear_power,0.007859657470613488
MACD_line,0.007835271650978151
Pct_from_low_20,0.007566126105696148
Price_EMA_100,0.00748684755184843
Stoch_D_21,0.007481565441558284
Upper_shadow,0.0073668385701890745
Price_SMA_5,0.007358349236547868
MFI_14,0.0073308259067766755
PPO,0.007277416983754511
Vol_ratio_20,0.007195088260257697
SMA_5_20_cross,0.007184498004432978
Lag_ret_5,0.007143453859370079
Lag_ret_10,0.007062434426262802
HMA_proxy,0.007015213011321877
Plus_DI_14,0.006994037798409879
BB_pct_50,0.0069864048162609415
RSI_7,0.006921717656018906
Pct_from_high_20,0.006913080307910786
DPO_20,0.006835563640243146
ROC_10,0.006810952057952004
Ret_mean_5,0.006734126958417681
CCI_20,0.006601395303903805
UltOsc,0.006591644720216014
Vol_ratio_10,0.00650916948947856
Stoch_K_14,0.006384008806383609
RSI_21,0.0063781419735177225
Ret_mean_10,0.006368601057008933
Price_SMA_20,0.006185441547812976
Minus_DI_14,0.005959619124223145
Lower_shadow,0.0058281080038129745
VWAP_dev,0.005825048618480328
Ret_mean_20,0.005811812230878231
Price_EMA_50,0.005802802588059037
BB_pct_20,0.005695683920211418
Bull_power,0.005662927913514881
Lag_ret_2,0.005589625121069147
TEMA_20,0.0055210300966002535
Gap,0.005472521749882989
Williams_R_14,0.005398390334483834
CCI_14,0.005384867836495198
Price_SMA_10,0.005280191383870235
ROC_20,0.005243636030819677
RSI_14,0.005188350438311733
BB_pct_10,0.005096725609325341
Body_pct,0.0050886152577631185
Price_EMA_5,0.00493608344758181
Stoch_K_21,0.0047518841284897905
Price_EMA_10,0.004736684054188418
Williams_R_21,0.004524238628645516
Lag_ret_1,0.004507137333864018
KC_pct,0.004186261238061575
ROC_1,0.0040880848710402665
Price_EMA_20,0.004076140627152694
HL_range,0.004041221809259948
SAR_proxy,0.003867952179788609
DEMA_20,0.0037794534731898245
