Feature,Importance
ROC_60,0.019577560251544016
Ret_skew_20,0.019344815472648186
ADX_14,0.018543662392180457
ATR_pct_21,0.01590821718318778
SMA_50,0.015864966012814903
BB_width_50,0.01582100396743475
ATR_pct_14,0.015540916112801902
EMA_200,0.015355972184567584
Ret_skew_10,0.015154108231640186
ATR_14,0.015014285798607726
EMA_100,0.014882116677808123
MassIndex_25,0.014157390830884839
SMA_100,0.014065436313629179
EMA_50,0.013923774915376299
KC_width,0.013345412014096463
TRIX_15,0.012986382278331448
Price_SMA_100,0.012827604531357308
UltOsc,0.012801904702738317
MACD_signal,0.01260549065903664
SMA_20,0.012512938510696812
ATR_pct_7,0.012392439185177588
SMA_200,0.012219805597723798
ATR_7,0.012181076246665774
SMA_20_200_cross,0.012028639658132792
EMA_20,0.011670760218140173
OBV_SMA20,0.011454281835389133
EMA_5,0.011432797548351614
ATR_21,0.01137130093751691
CMF_20,0.011320724640423042
Ret_std_20,0.011127976671100676
Price_SMA_200,0.011028676851023145
DC_width_20,0.010790490572580514
Pct_from_low_52,0.010618383697043264
Ret_std_10,0.010369731174077537
Price_EMA_200,0.010067290369507358
Minus_DI_14,0.00996583471834306
SMA_5,0.009921733422593811
Ret_std_5,0.009919594906586898
SMA_10,0.009607240392089801
Stoch_D_14,0.009413677353267836
SMA_10_50_cross,0.009287805689201312
PPO,0.009251416459599699
BB_width_20,0.009227309101195139
MFI_14,0.00915076629511837
EMA_10,0.009010785421080159
BB_width_10,0.008971800952598639
TEMA_20,0.00886522719524984
Plus_DI_14,0.008830884307251074
MACD_line,0.00881526317352226
MACD_histogram,0.008798886236180263
Price_SMA_50,0.008778566301859254
EOM_14,0.008667058695559894
HL_range,0.008624917986259592
Aroon_osc_25,0.008325404020640349
Vol_ratio_10,0.008231332605678298
Price_EMA_100,0.008192762838966718
Vol_ratio_20,0.008161352049427811
EMA_12_26_cross,0.008157693001934661
OBV,0.008101340436365186
Ret_skew_5,0.007551424113948876
VI_plus_14,0.007480364330168087
BB_pct_50,0.007473867311054523
Aroon_osc_14,0.007274742924936647
SMA_5_20_cross,0.007183534731350353
VI_minus_14,0.006975515152938908
Ret_mean_10,0.006881412141507968
Price_SMA_5,0.006823751458881227
Coppock,0.006747244750023446
RSI_21,0.006743932590230151
Upper_shadow,0.006687197468879048
Pct_from_high_52,0.006667298231845129
Ret_mean_20,0.006666568778795384
KC_pct,0.006621888317015679
DEMA_20,0.00655363721702842
OBV_ratio,0.00646446136141258
ROC_10,0.0064322044560886195
Pct_from_low_20,0.006338464896419969
Lag_ret_10,0.006324619562423433
Lower_shadow,0.006097430866688039
Lag_ret_3,0.00609342504387749
Force_13,0.006074365245685033
DPO_20,0.006024190291855036
Stoch_D_21,0.005891021536782808
HMA_proxy,0.005769576255026368
ROC_20,0.00569116191590302
Price_EMA_5,0.00568654149807607
Lag_ret_2,0.005566260174861822
RSI_14,0.005523317981544635
BB_pct_10,0.005498840603411638
Bull_power,0.005452430286595011
BB_pct_20,0.005440904821085259
Bear_power,0.005398195744315676
RSI_7,0.005396618121776523
Body_pct,0.005364544648300436
Pct_from_high_20,0.005359181970479426
ROC_5,0.00532261654765974
Williams_R_21,0.0052332589931585885
CCI_20,0.005207352262600583
ROC_1,0.005130580696722425
Lag_ret_1,0.005129170150348865
Ret_mean_5,0.005022263993654282
Price_SMA_20,0.004807080469753475
Lag_ret_5,0.0047032099659376405
CCI_14,0.004638929234610824
Gap,0.0046120329178854745
Price_SMA_10,0.004602005744179457
Price_EMA_20,0.004538114172016354
Price_EMA_50,0.004533655260513199
SAR_proxy,0.004475911843480093
Stoch_K_21,0.004471775576032532
Stoch_K_14,0.004337047742383228
Price_EMA_10,0.004296437812251368
VWAP_dev,0.004164116299053782
Williams_R_14,0.003967315711739141
