Feature,Importance
BB_width_50,0.02292387019928687
OBV_SMA20,0.020781455360133733
EMA_200,0.019963979754638532
SMA_200,0.019126968447552937
SMA_100,0.017899094430504275
EMA_20,0.017210204410926012
OBV,0.01681601017667225
SMA_20_200_cross,0.01611483038670392
ADX_14,0.015475326747042844
EMA_100,0.015269924510157525
SMA_50,0.01524673044144704
Ret_std_20,0.014683416330386502
DC_width_20,0.014580848383821718
BB_width_20,0.013759024239913653
SMA_10,0.013295224214664877
ATR_pct_21,0.013273573592206975
Coppock,0.013197382797133271
Aroon_osc_25,0.012906276379929202
Pct_from_high_20,0.012747006403597065
EMA_50,0.012642680243791369
Ret_skew_20,0.012367386600463801
TRIX_15,0.012248115862598666
ROC_20,0.011748371883886718
ATR_21,0.011696766134599192
ATR_pct_14,0.01166026404156862
Price_SMA_200,0.01158235010129271
KC_width,0.011448442253099643
MassIndex_25,0.011403066357455293
Pct_from_low_52,0.011393030823660047
VI_plus_14,0.011192488184650887
SMA_5,0.011115168957829458
Ret_skew_10,0.011075053967664434
SMA_20,0.011072684542341638
Price_SMA_100,0.010988284763057729
EMA_5,0.010838841232924537
Ret_std_10,0.010228168021298068
Price_EMA_200,0.010200861021110449
Plus_DI_14,0.010185045545148676
EMA_10,0.010083682445739097
CMF_20,0.009961468167954356
Ret_mean_20,0.009948388101758982
BB_width_10,0.009629291612746262
ROC_60,0.009604554630336328
Pct_from_high_52,0.009542924140062756
MACD_signal,0.00949881939175562
ATR_pct_7,0.009131584838755678
Ret_skew_5,0.009034738748707995
SMA_10_50_cross,0.009002809655005025
Ret_std_5,0.008826611145138762
Minus_DI_14,0.008626153205770516
ATR_14,0.008544117059626318
MACD_histogram,0.008517364724453705
Force_13,0.008466943391624527
Price_EMA_100,0.008278981130443903
EMA_12_26_cross,0.008211676029154914
MFI_14,0.007831064006199673
VI_minus_14,0.007655810448745822
EOM_14,0.007651854740144872
ATR_7,0.007624717170938111
BB_pct_50,0.007580910536816541
DPO_20,0.007499280280126782
Price_SMA_50,0.007370531004124005
PPO,0.007002028854094385
SMA_5_20_cross,0.006987604698872191
RSI_21,0.006965809836497742
MACD_line,0.006914545362619659
Price_EMA_50,0.006858122491224734
Stoch_D_14,0.0067295975685860545
Pct_from_low_20,0.006673871488993262
Stoch_D_21,0.00660264064042174
Vol_ratio_10,0.006531939169609924
UltOsc,0.006517050443866095
HL_range,0.006346113015044228
Lower_shadow,0.006283467832216335
OBV_ratio,0.006187665246990036
ROC_10,0.0058187710208815625
TEMA_20,0.005728320746953948
Lag_ret_3,0.005587779116990236
VWAP_dev,0.005568497791635764
RSI_7,0.005530279701813848
Upper_shadow,0.005498616891647483
Price_SMA_5,0.005392117854255176
Vol_ratio_20,0.005367350695372852
RSI_14,0.005320178780069721
Price_SMA_20,0.00525793611682525
CCI_14,0.005250258149943931
HMA_proxy,0.005249419355225338
Price_EMA_10,0.005189713613951847
Ret_mean_10,0.0051222206237453065
Stoch_K_21,0.005100327732725547
Body_pct,0.005054473997069131
Williams_R_21,0.005030366731175668
ROC_5,0.0049087008601758336
Lag_ret_10,0.004828834399436616
DEMA_20,0.004750795993596092
Gap,0.0047340904951266305
Ret_mean_5,0.004690146895293706
CCI_20,0.004643850318773525
SAR_proxy,0.004631214253086393
KC_pct,0.004522537045443291
Price_EMA_5,0.004520772020480605
Lag_ret_5,0.004461807923925806
BB_pct_10,0.004247292630895264
Price_SMA_10,0.004241814542565729
Bull_power,0.004217210962001891
Aroon_osc_14,0.004170629875993824
BB_pct_20,0.004139005110217854
Bear_power,0.0040274237721977316
Price_EMA_20,0.00402460366583546
Stoch_K_14,0.003919092768366873
Lag_ret_1,0.0036879298979456457
Lag_ret_2,0.0036448686282051558
ROC_1,0.0035347028244962567
Williams_R_14,0.0033030951953292097
