Feature,Importance
SMA_20_200_cross,0.018407470330021245
OBV_SMA20,0.01830538486167921
SMA_100,0.016429902261989995
EMA_50,0.015377678554059986
CMF_20,0.015147359916829316
ADX_14,0.014978914149412636
Price_EMA_200,0.01482407148936908
ATR_7,0.014775183867886309
Ret_skew_20,0.014712485949205916
SMA_200,0.014581256191018736
EMA_200,0.014423599791086199
BB_width_50,0.014418701316214522
Ret_std_5,0.01439561202618397
OBV,0.014071990697554278
EMA_100,0.014030812364629204
SMA_50,0.013618239944078047
ATR_14,0.013371193508391794
EMA_5,0.013041947017373117
SMA_5,0.013028875415757743
EMA_20,0.012813334247292401
EMA_10,0.0127592237387564
Price_SMA_200,0.012661280060700079
ATR_21,0.012638603359808216
Ret_skew_10,0.012475866444017571
MACD_signal,0.01217150900543324
BB_width_20,0.012131326965163112
Pct_from_low_52,0.011596182745414317
SMA_20,0.011552497014243539
SMA_10,0.011245285275529895
Price_SMA_100,0.01094048233080929
KC_width,0.010922229232414524
Price_EMA_100,0.010751505452942645
ROC_60,0.01062649240089613
MassIndex_25,0.010497247577608925
MFI_14,0.010313857867099733
Ret_std_20,0.010298373025350227
Ret_std_10,0.010189974390770542
BB_width_10,0.010183138729404675
MACD_histogram,0.01013618612751933
TRIX_15,0.009801815076256824
ATR_pct_7,0.009758710418936023
ATR_pct_21,0.009629961890532867
SMA_10_50_cross,0.009507304153292326
Coppock,0.00935271941265833
DC_width_20,0.008963733346521074
ATR_pct_14,0.008951181866197106
Price_SMA_50,0.008935932935301155
Plus_DI_14,0.00877894608668074
UltOsc,0.008753841844518951
Pct_from_high_52,0.00852012687223288
VI_minus_14,0.008429840721618585
EMA_12_26_cross,0.00838681838577477
Stoch_D_14,0.008048144946852074
MACD_line,0.008031140827206839
DPO_20,0.007815803872837226
Ret_mean_20,0.007747615987990907
Stoch_D_21,0.00771595909217691
Pct_from_low_20,0.007673809402138905
Lag_ret_10,0.007415001753748715
Ret_skew_5,0.007327530633752375
VI_plus_14,0.007315502051637744
EOM_14,0.00723805816967722
Ret_mean_10,0.007233398100799154
Bull_power,0.007053125930404378
Minus_DI_14,0.00699290039706493
RSI_21,0.006948111410242149
OBV_ratio,0.006869323516214638
Bear_power,0.0068607226735712505
Aroon_osc_25,0.006855987053438395
Vol_ratio_20,0.006833192779543647
BB_pct_50,0.00674698535252198
Price_SMA_20,0.006731979311678705
Force_13,0.006488459328789613
KC_pct,0.006453699978422328
Pct_from_high_20,0.006403512912114454
HL_range,0.0063282779426905075
ROC_20,0.006264952783407426
PPO,0.006235082402084317
VWAP_dev,0.0061707401948061045
TEMA_20,0.0061704600502888165
Price_SMA_5,0.006089121234301933
SMA_5_20_cross,0.0060755726966481224
RSI_14,0.006053669012854871
Price_EMA_50,0.005915582209601422
ROC_10,0.005777046009856692
ROC_5,0.005767735634914596
Aroon_osc_14,0.0057607473287589585
CCI_20,0.005739321574430733
BB_pct_20,0.005735345287332018
Upper_shadow,0.005685867762785329
Lag_ret_3,0.005649828737357931
Vol_ratio_10,0.005602223329997273
Lag_ret_5,0.0055535653737939115
DEMA_20,0.005533973043780684
Gap,0.005343987046255744
Lower_shadow,0.005331081569808905
Lag_ret_1,0.005160898127646164
Williams_R_21,0.005140369403155313
Price_EMA_20,0.00513769014093755
CCI_14,0.005130246813086488
Ret_mean_5,0.005034894587915688
Price_SMA_10,0.004985946709813521
Lag_ret_2,0.004824411493253435
Price_EMA_10,0.004821072282517235
Stoch_K_21,0.004802777198498705
Price_EMA_5,0.00468102004652108
Williams_R_14,0.004662492122170794
SAR_proxy,0.004658245262906864
Body_pct,0.004645205237976383
RSI_7,0.004605102015731135
HMA_proxy,0.004521468174695977
ROC_1,0.004426332139796551
Stoch_K_14,0.00431713590270097
BB_pct_10,0.004244336977657564
