Feature,Importance
OBV_SMA20,0.023445237138874205
ATR_14,0.020693522553308932
OBV,0.018913633401557123
ATR_21,0.01883277271216144
EMA_100,0.018370688465088485
SMA_20_200_cross,0.017407617728745557
ATR_pct_14,0.01615370379592514
ATR_7,0.015867751657691342
ATR_pct_21,0.015309587296852603
KC_width,0.01511825049834563
SMA_100,0.014750276086566242
EMA_20,0.014462958926612764
TRIX_15,0.014389685533397256
SMA_50,0.014123285823671072
DC_width_20,0.013972225171936406
SMA_20,0.013700317743655424
MassIndex_25,0.013684689291177169
BB_width_50,0.013649167854485826
Ret_skew_20,0.013526914661158494
Price_SMA_100,0.013429384162125985
Ret_std_10,0.013400237997942196
ROC_60,0.01339083826505574
BB_width_20,0.01334511221094256
EMA_50,0.013318006373842754
SMA_200,0.013017102286530238
Price_SMA_200,0.012359297760211715
ATR_pct_7,0.01212894245709776
ADX_14,0.011799169893693673
EMA_200,0.011793844763247116
EMA_10,0.011779787952751095
Ret_std_20,0.011109011078549204
Pct_from_low_52,0.010820983597040026
Price_SMA_50,0.010724600223291915
MACD_histogram,0.01063786326283427
Price_EMA_200,0.010478402088247296
MACD_signal,0.01023193779045057
Ret_skew_10,0.009991737851954924
SMA_10_50_cross,0.009868811194230607
SMA_5,0.009761459692557805
Minus_DI_14,0.009740942230694253
SMA_10,0.00945682147674851
SMA_5_20_cross,0.009438227821853983
MFI_14,0.009352569182437754
EMA_5,0.009220968360424499
Pct_from_high_52,0.009179755914632654
VI_plus_14,0.008801287947414874
Ret_std_5,0.008748111081218181
BB_width_10,0.008591847188143006
BB_pct_50,0.008431469798466677
MACD_line,0.008323777402487543
EOM_14,0.008245970435665946
OBV_ratio,0.008229787976172444
VI_minus_14,0.008101521924883481
DPO_20,0.0077192180821782815
Vol_ratio_20,0.007650799813236417
Force_13,0.007615648729885186
PPO,0.0076089261298183065
Plus_DI_14,0.007572336164733314
Coppock,0.007564638400905767
Price_EMA_100,0.007527824538534457
CMF_20,0.007524009308477694
Ret_mean_20,0.00723885514881844
ROC_20,0.007091308025974848
Pct_from_low_20,0.006951943650577967
Vol_ratio_10,0.006891142566567093
Price_EMA_50,0.0068355712514855315
TEMA_20,0.006803460016680808
RSI_21,0.006774390800208902
RSI_14,0.006485847826403182
Aroon_osc_25,0.006198979277844295
EMA_12_26_cross,0.006124356469053198
HL_range,0.006124055963688456
Lag_ret_10,0.0060488347660876945
VWAP_dev,0.006012678849209864
Bull_power,0.006006696630054329
Ret_skew_5,0.005959726782618891
ROC_5,0.005760884944395058
Body_pct,0.005676100245824551
Ret_mean_5,0.005606929863547081
CCI_14,0.005574900006648026
Lower_shadow,0.005540814451876814
Stoch_D_14,0.005527134565836696
Price_SMA_20,0.005517030685818265
Price_SMA_10,0.005390632577323979
Bear_power,0.00532567207119545
CCI_20,0.005309568236253857
Stoch_D_21,0.005238355363521921
Lag_ret_2,0.005166544637993567
Price_EMA_5,0.0051010620915516855
Williams_R_21,0.005079694708427007
BB_pct_10,0.00506392467791123
UltOsc,0.0049912221162468845
DEMA_20,0.004935923613438938
Aroon_osc_14,0.004861865498569391
HMA_proxy,0.00486148379025536
ROC_10,0.004733811029003763
Gap,0.004530073556399267
Lag_ret_5,0.004400700080747455
Lag_ret_3,0.004400673129007518
SAR_proxy,0.004361943101656672
Price_SMA_5,0.004353125347559624
Ret_mean_10,0.0042337543627243525
RSI_7,0.004144427345487611
Stoch_K_21,0.004140731277128915
Pct_from_high_20,0.004102950463020317
Upper_shadow,0.004091427076645731
KC_pct,0.004013946998775633
Stoch_K_14,0.0039024985522756314
BB_pct_20,0.0038611753825337895
Williams_R_14,0.003766090825345818
Lag_ret_1,0.0037372232334636295
Price_EMA_20,0.0036123601540921438
ROC_1,0.0035741951631176475
Price_EMA_10,0.00355602359628351
